url,title,location,description,qualifications,working_condition,ai_summary,title_ja,description_ja,qualifications_ja,working_condition_ja
https://job-boards.greenhouse.io/paypay/jobs/5636632004,新規事業企画・戦略／リーダー候補（チャージ関連業務・金融機関連携）,Hybrid,,,,新規事業企画・戦略のリーダー候補を募集しており、チャージ関連業務や金融機関との連携が主な業務です。勤務地はハイブリッド勤務で、応募要件や勤務条件の詳細は記載されていません。興味のある方は、具体的な条件を確認することをお勧めします。,新規事業企画・戦略リーダー候補,チャージ関連業務や金融機関との連携に関する新規事業の企画・戦略を担当します。,関連業務の経験やリーダーシップ能力が求められます。,詳細な勤務条件は面談時にお伝えします。
https://job-boards.greenhouse.io/paypay/jobs/5643353004,金融事業開発・新規事業企画（保険）,Hybrid,,,,金融事業開発・新規事業企画のポジションで、保険業界における新規事業の企画・推進を担当します。勤務地はハイブリッド勤務で、応募要件や勤務条件は記載されていません。興味のある方は詳細を確認してください。,金融事業開発・新規事業企画（保険）,当社の金融部門において、新規事業の企画・開発を担当していただきます。保険業界のトレンドを分析し、革新的なビジネスモデルを提案する役割です。,金融業界での経験がある方、特に保険に関する知識や経験がある方を歓迎します。分析力や企画力が求められます。,フルタイム勤務。勤務地は東京で、リモートワークの可能性もあります。
https://job-boards.greenhouse.io/paypay/jobs/5661282004,System PMO,Hybrid,,,,職種はSystem PMOで、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、PMO関連の経験が求められる可能性があります。勤務条件の詳細も不明ですが、柔軟な働き方が期待されます。,システムPMO,,,
https://job-boards.greenhouse.io/paypay/jobs/5674900004,マーケティング推進担当（Fintech事業）,Hybrid,,,,マーケティング推進担当（Fintech事業）の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、マーケティングに関する経験が求められる可能性があります。興味のある方は詳細を確認することをお勧めします。,マーケティング推進担当（Fintech）,,,
https://job-boards.greenhouse.io/paypay/jobs/5675108004,グローバルアライアンス・事業推進,Hybrid,,,,グローバルアライアンス・事業推進の職種で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、国際的なビジネス推進に関与する役割です。興味がある方は詳細を確認の上、応募を検討してください。,グローバルアライアンス推進,,,
https://job-boards.greenhouse.io/paypay/jobs/5677616004,営業企画（戦略立案/企画推進担当）,Hybrid,,,,営業企画の戦略立案と企画推進を担当するポジションで、勤務地はハイブリッドです。応募要件や勤務条件の詳細は記載されていませんが、戦略的思考と企画力が求められます。興味のある方は、具体的な条件を確認の上応募してください。,営業企画,戦略立案や企画推進を担当するポジションです。市場分析や競合調査を行い、営業戦略を策定します。また、プロジェクトの進行管理やチームとの連携も重要な役割です。,営業やマーケティングの経験がある方。戦略的思考ができ、コミュニケーション能力に優れた方を求めています。,フルタイム勤務。勤務地は東京で、リモートワークの可能性もあります。
https://job-boards.greenhouse.io/paypay/jobs/5677623004,戦略推進（マーケティングオペレーションスペシャリスト）,Hybrid,,,,戦略推進（マーケティングオペレーションスペシャリスト）の求人で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、マーケティング分野での専門知識が求められる可能性があります。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,マーケティングオペレーションスペシャリスト,戦略的なマーケティング活動を推進し、オペレーションの効率化を図る役割を担います。,マーケティング関連の経験、データ分析能力、プロジェクト管理スキルが求められます。,フルタイム、リモート勤務可、給与は経験に応じて決定します。
https://job-boards.greenhouse.io/paypay/jobs/5681480004,決済ソリューション企画・推進リード,Hybrid,,,,決済ソリューションの企画・推進を担当するリード職で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、決済関連の経験が求められる可能性があります。勤務条件についての詳細は不明です。,決済ソリューション企画・推進リーダー,当社の決済ソリューションの企画と推進を担当していただきます。市場のニーズを分析し、戦略を立てて実行する役割です。,関連分野での経験があり、プロジェクトマネジメントスキルを持つ方。コミュニケーション能力が高く、チームでの協力ができる方を歓迎します。,フルタイム勤務。リモートワークの可能性あり。
https://job-boards.greenhouse.io/paypay/jobs/5681483004,SMB向け加盟店サービスのグロース・AI推進リード,Hybrid,,,,SMB向け加盟店サービスのグロースおよびAI推進を担当するリーダーを募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は記載されていません。興味のある方は詳細を確認の上、応募を検討してください。,SMB向け加盟店サービスのグロース・AI推進リード,このポジションでは、中小企業向けの加盟店サービスの成長を促進し、AI技術を活用した戦略を推進します。,関連する分野での経験、AI技術に関する知識、プロジェクト管理能力が求められます。,フルタイム、リモート勤務可、給与は経験に応じて決定します。
https://job-boards.greenhouse.io/paypay/jobs/5681486004,新規事業開発・サービス企画 / リーダー候補（決済・資金移動サービス）,Hybrid,,,,新規事業開発・サービス企画のリーダー候補を募集しており、決済や資金移動サービスに関する経験が求められます。勤務地はハイブリッド勤務で、柔軟な働き方が可能です。応募要件や勤務条件の詳細は記載されていませんが、リーダーシップと企画力が重視されるポジションです。,新規事業開発・サービス企画リーダー候補,決済や資金移動サービスに関する新規事業の開発やサービス企画を担当します。市場調査や競合分析を行い、ビジネス戦略を策定します。,関連する業界での経験があり、プロジェクトマネジメントスキルを持つ方。コミュニケーション能力が高く、チームをリードできる方を歓迎します。,フルタイム勤務。勤務地は東京。
https://job-boards.greenhouse.io/paypay/jobs/5681489004,新規事業開発・サービス企画 / リーダー候補（メーカー向け販促サービス）,Hybrid,,,,新規事業開発・サービス企画のリーダー候補を募集しており、勤務地はハイブリッドです。メーカー向けの販促サービスに関わる業務を担当します。応募要件や勤務条件は詳細未記載ですが、リーダーシップや企画力が求められるポジションです。,新規事業開発・サービス企画リーダー候補,メーカー向けの販促サービスに関する新規事業の開発とサービス企画を担当します。市場調査や顧客ニーズの分析を行い、戦略的なプランを立案します。,新規事業開発やサービス企画の経験がある方。コミュニケーション能力が高く、チームをリードできる方を求めています。,フルタイム勤務。勤務地は東京。
https://job-boards.greenhouse.io/paypay/jobs/5681496004,CS業務企画（業務変革推進担当）,Hybrid,,,,CS業務企画（業務変革推進担当）のポジションで、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、業務変革に関わる企画業務を担当します。興味のある方は詳細を確認の上、応募を検討してください。,CS業務企画（業務変革推進担当）,,,
https://job-boards.greenhouse.io/paypay/jobs/5683465004,CSシステム企画（業務変革推進担当/ボイス・テキスト担当）,Hybrid,,,,CSシステム企画の業務変革推進担当およびボイス・テキスト担当を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,CSシステム企画（業務変革推進/ボイス・テキスト担当）,,,
https://job-boards.greenhouse.io/paypay/jobs/5683668004,Backend Engineer,Hybrid,PayPay is looking for a Backend Engineer to work on our payment system to deliver the best payment experience for our customers.,"4+ years of experience in using Java under professional environment, or if you are non-Java user, excellent skills in generalized programming languages, such as Scala, Python, and Go. Interest and ability to learn other coding languages as needed. Experience with NoSQL databases and distributed cache. Strong fundamentals in data structures, algorithms and object-oriented programming. In-depth understanding of concurrency and distributed computing. Degree in Computer Engineering or Computer Science or 5+ years equivalent experience in SaaS platform development. Business level of English or Japanese. Hands-on experience with AI/LLM tools (e.g., ChatGPT, GitHub Copilot, Gemini, CodeWhisperer, or similar) in professional software development.",,PayPayでは、決済システムのバックエンドエンジニアを募集しています。応募には、Javaまたは他のプログラミング言語での4年以上の経験、NoSQLデータベースや分散キャッシュの知識、データ構造やアルゴリズムの基礎が求められます。英語または日本語のビジネスレベルのスキルとAIツールの実務経験も必要です。,バックエンドエンジニア,PayPayでは、顧客に最高の決済体験を提供するための決済システムに取り組むバックエンドエンジニアを募集しています。,プロフェッショナルな環境でのJava使用経験が4年以上、またはJava以外のプログラミング言語（Scala、Python、Goなど）に優れたスキルを持っていること。必要に応じて他のコーディング言語を学ぶ意欲と能力。NoSQLデータベースや分散キャッシュの経験。データ構造、アルゴリズム、オブジェクト指向プログラミングの基礎がしっかりしていること。並行処理や分散コンピューティングに関する深い理解。コンピュータ工学またはコンピュータサイエンスの学位、またはSaaSプラットフォーム開発における5年以上の同等の経験。ビジネスレベルの英語または日本語。プロフェッショナルなソフトウェア開発におけるAI/LLMツール（例：ChatGPT、GitHub Copilot、Gemini、CodeWhispererなど）の実務経験。,
https://job-boards.greenhouse.io/paypay/jobs/5686546004,事業戦略・事業企画 / リーダー候補,Hybrid,,,,事業戦略・事業企画のリーダー候補を募集しており、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、戦略的思考やリーダーシップが求められるポジションです。興味のある方は詳細を確認の上、応募を検討してください。,事業戦略・企画リーダー候補,,,
https://job-boards.greenhouse.io/paypay/jobs/5686555004,新規事業開発・サービス企画 / 部長候補,Hybrid,,,,新規事業開発・サービス企画の部長候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は未記載です。応募を検討する際は、企業のニーズに合った経験やスキルを確認してください。,新規事業開発・サービス企画部長候補,新規事業の立ち上げやサービス企画を担当し、戦略的なビジョンを持ってプロジェクトを推進します。,関連分野での経験があり、リーダーシップ能力が求められます。ビジネス戦略や市場分析のスキルが必要です。,フルタイム勤務、勤務地は東京。
https://job-boards.greenhouse.io/paypay/jobs/5698854004,データ戦略推進企画担当,Hybrid,,,,データ戦略推進企画担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、データ戦略に関わる企画業務を担当します。勤務条件についての詳細も不明です。,データ戦略推進担当,データ戦略の立案と実行を担当し、データを活用したビジネスの最適化を図ります。データ分析を通じて、戦略的な意思決定をサポートします。,データ分析の経験がある方。関連する学位または資格をお持ちの方が望ましい。コミュニケーション能力が高く、チームでの協働ができる方。,フルタイム勤務。リモートワークの可能性あり。
https://job-boards.greenhouse.io/paypay/jobs/5700931004,Product Security Engineer (Infrastructure),Hybrid,"The PayPay Product Security team is looking for experienced infrastructure security engineers to lead improvements to our infrastructure and operational security, and introduce key security solutions.
PayPay Product Security team is responsible for driving the application security and infrastructure security changes within the product division - the part of PayPay responsible for development and operations of the PayPay app. A strong candidate for the infrastructure security engineer position will be knowledgeable about modern infrastructure solutions (such as Kubernetes, various public clouds and their services, message brokers and so on), security challenges and threats relevant to them, and have experience in one of the following areas:
Leading projects to improve infrastructure security at scale (e.g. introducing role-based access control, hardening K8s configurations, introducing temporary access credentials for database access, and so on) Introducing and improving security orchestration and automation, as well as solution to gather, store and analyze security events and assets","2+ years of infrastructure security or relevant experience Solid understanding of security principles, protocols, and best practices Solid programming skills in one or more programming languages, such as Java, Python, Golang Experience leading projects in any kind of security solutions, such as CNAPP, PAM, IDS/IPS, SIEM, SOAR, WAF, NGFW, etc Hands-on experience with cloud platforms, preferably AWS Hands-on Terraform experience. Experience with other IAC tools is also acceptable Hands-on experience with CI/CD pipelines and tools like Github Action, Jenkins, ArgoCD, etc Strong teamwork skills and the ability to collaborate with others in a diverse environment Enjoy taking up a challenge and driving it to a conclusion",,PayPayでは、インフラストラクチャのセキュリティエンジニアを募集しており、主にインフラと運用のセキュリティ向上をリードする役割です。応募者は、2年以上のインフラセキュリティ経験やプログラミングスキル、クラウドプラットフォーム（特にAWS）での実務経験が求められます。ハイブリッド勤務で、セキュリティソリューションのプロジェクトリーダーシップやチームワーク能力が重要です。,プロダクトセキュリティエンジニア（インフラ）,PayPayのプロダクトセキュリティチームでは、インフラと運用のセキュリティを改善し、重要なセキュリティソリューションを導入する経験豊富なインフラセキュリティエンジニアを募集しています。プロダクト部門内でアプリケーションセキュリティとインフラセキュリティの変更を推進するのが私たちの役割です。インフラセキュリティエンジニアの強い候補者は、Kubernetesやさまざまなパブリッククラウド、そのサービス、メッセージブローカーなどの現代的なインフラソリューションに関する知識があり、それに関連するセキュリティの課題や脅威を理解し、以下のいずれかの分野での経験を持っています：インフラセキュリティの改善プロジェクトのリード（例：ロールベースのアクセス制御の導入、K8s設定の強化、データベースアクセスのための一時的なアクセス資格情報の導入など）、セキュリティのオーケストレーションと自動化の導入・改善、セキュリティイベントや資産を収集、保存、分析するためのソリューションの導入。,インフラセキュリティまたは関連分野での2年以上の経験。セキュリティの原則、プロトコル、ベストプラクティスに関する確かな理解。Java、Python、Golangなど、1つ以上のプログラミング言語での確かなプログラミングスキル。CNAPP、PAM、IDS/IPS、SIEM、SOAR、WAF、NGFWなどのセキュリティソリューションにおけるプロジェクトリードの経験。AWSなどのクラウドプラットフォームでの実務経験。Terraformの実務経験。他のIACツールの経験も可。CI/CDパイプラインやGithub Action、Jenkins、ArgoCDなどのツールでの実務経験。強いチームワークスキルと多様な環境での他者との協力能力。挑戦を楽しみ、最後までやり遂げる意欲。,
https://job-boards.greenhouse.io/paypay/jobs/5704640004,業務変革・プロジェクト推進担当（AI活用推進）,Hybrid,,,,業務変革・プロジェクト推進担当（AI活用推進）のポジションで、勤務地はハイブリッドです。応募要件や勤務条件は具体的に記載されていませんが、AIを活用した業務改善に関心がある方に適しています。,業務変革・プロジェクト推進担当,AIを活用した業務変革の推進に関わるプロジェクトを担当します。新しい技術を取り入れ、業務の効率化や改善を図る役割です。,プロジェクト管理の経験がある方。AIやデジタル技術に関する知識があると尚良し。コミュニケーション能力が高い方を求めています。,フルタイム勤務。リモートワークの可能性あり。
https://job-boards.greenhouse.io/paypay/jobs/5704642004,システム基盤構築・自動化推進担当（AI活用推進）,Hybrid,,,,システム基盤構築と自動化推進を担当するポジションで、AIの活用を推進します。勤務地はハイブリッドで、応募要件や勤務条件は記載されていません。興味のある方は詳細を確認してください。,システム基盤構築・自動化推進担当,AIを活用したシステム基盤の構築と自動化の推進を担当します。,システム構築や自動化に関する知識・経験が求められます。AI技術に関する理解があると尚良いです。,勤務時間や勤務地については、詳細を面談時にお伝えします。
https://job-boards.greenhouse.io/paypay/jobs/5718915004,マーケティング戦略推進,Hybrid,,,,マーケティング戦略推進の職種で、勤務地はハイブリッド（リモートとオフィスの併用）です。具体的な仕事内容や応募要件は記載されていませんが、マーケティングに関する戦略的な業務を担当します。勤務条件についての詳細も未記載です。,マーケティング戦略推進,当社のマーケティング戦略を推進し、ブランドの認知度向上や市場シェアの拡大を目指します。データ分析を通じて効果的な施策を立案し、実行します。,マーケティングまたは関連分野での経験がある方。データ分析スキル、コミュニケーション能力、チームでの協働が得意な方を歓迎します。,フルタイム勤務。勤務地は東京。リモートワークの可能性あり。
https://job-boards.greenhouse.io/paypay/jobs/5725803004,営業支援担当（営業管理・統制推進）,Hybrid,,,,営業支援担当として、営業管理や統制推進を行うポジションです。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件は詳細未記載ですが、営業関連の経験が求められる可能性があります。,営業支援担当,営業管理や統制の推進を担当します。営業チームのサポートを行い、業務の効率化を図ります。,営業経験があり、コミュニケーション能力が高い方。データ分析や報告書作成のスキルがあると尚良い。,フルタイム勤務。勤務地は東京。
https://job-boards.greenhouse.io/paypay/jobs/5729739004,金融事業企画・データ分析担当（決済・クレジット領域）,Hybrid,,,,金融事業企画・データ分析担当として、決済・クレジット領域の業務に従事します。勤務地はハイブリッドで、応募要件や勤務条件は詳細未記載です。興味のある方は、具体的な条件を確認の上、応募を検討してください。,金融事業企画・データ分析担当,決済やクレジットに関連する金融事業の企画やデータ分析を行います。,金融業界での経験やデータ分析のスキルが求められます。,詳細な勤務条件は面談時にお伝えします。
https://job-boards.greenhouse.io/paypay/jobs/5733829004,Product Manager / プロダクトマネージャー (New Bank Project),Hybrid,,,,プロダクトマネージャー（New Bank Project）の求人で、勤務地はハイブリッドです。応募者はプロダクト開発や市場分析の経験が求められます。詳細な仕事内容や勤務条件は記載されていません。,プロダクトマネージャー (新銀行プロジェクト),,,
https://job-boards.greenhouse.io/paypay/jobs/5741219004,生成AI×データ分析推進リード（営業戦略）,Hybrid,,,,生成AIとデータ分析を活用した営業戦略の推進リーダーを募集しています。勤務地はハイブリッドで、応募要件や勤務条件については詳細が記載されていません。興味のある方は、さらに情報を確認することをお勧めします。,生成AIとデータ分析推進リード,営業戦略における生成AIとデータ分析の推進を担当します。データを活用して営業戦略を最適化し、ビジネスの成長を促進する役割です。,データ分析や生成AIに関する知識・経験がある方。営業戦略の立案や実行に関する経験が望ましい。,フルタイム、リモート勤務可。
https://job-boards.greenhouse.io/paypay/jobs/5765333004,資産運用事業戦略企画（リーダー候補）,Hybrid,,,,資産運用事業戦略企画のリーダー候補を募集しています。勤務地はハイブリッドで、戦略立案や実行に関わる業務を担当します。応募には関連経験やリーダーシップスキルが求められます。,資産運用事業戦略企画リーダー候補,,,
https://job-boards.greenhouse.io/paypay/jobs/5779588004,Product PMO,Hybrid,,"[Project Management Experience] - At least 5 years of project management experience - At least 3 years of program management experience - Exposure to portfolio management - Experience managing large-scale, complex projects. [Related Degrees or Certifications] - Bachelor's degree or higher in business administration, computer science, mathematics, or an equivalent field - PMP, PRINCE2, or equivalent project management/PMO certification [Problem-Solving Skills] - Systematic and disciplined approach utilising established methodologies [Tool Proficiency] - Working knowledge of project management tools such as Microsoft Project and JIRA. [Language Skills] - Japanese (native language) - English (conversational-level)",,Product PMOのポジションで、ハイブリッド勤務が可能です。応募には、5年以上のプロジェクト管理経験と3年以上のプログラム管理経験、関連する学位または資格（PMPなど）が必要です。日本語がネイティブで、英語は会話レベルのスキルも求められます。,プロダクトPMO,,【プロジェクト管理経験】 - プロジェクト管理の経験が5年以上 - プログラム管理の経験が3年以上 - ポートフォリオ管理の経験 - 大規模で複雑なプロジェクトの管理経験【関連する学位または資格】 - 経営学、コンピュータサイエンス、数学、または同等の分野での学士号以上 - PMP、PRINCE2、または同等のプロジェクト管理/PMO資格【問題解決スキル】 - 確立された手法を用いた体系的かつ規律あるアプローチ【ツールの習熟度】 - Microsoft ProjectやJIRAなどのプロジェクト管理ツールの実務知識【語学スキル】 - 日本語（母国語） - 英語（会話レベル）,
https://job-boards.greenhouse.io/paypay/jobs/5782672004,マーケティング推進（プロダクトマーケティング/CRM施策推進）,Hybrid,,,,マーケティング推進の職種で、プロダクトマーケティングやCRM施策の推進を担当します。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件は具体的に記載されていませんが、マーケティングに関する経験が求められる可能性があります。,マーケティング推進,プロダクトマーケティングやCRM施策の推進を担当します。,関連する経験やスキルをお持ちの方を歓迎します。,詳細な勤務条件についてはお問い合わせください。
https://job-boards.greenhouse.io/paypay/jobs/5817540004,Senior Product Manager,Hybrid,,"Bachelor’s degree in a technology related field or at least 3yrs of technical experience. At Least 4 years of Product Management or an equivalent role Business level of English language (written, verbal)",,シニアプロダクトマネージャーの求人で、勤務地はハイブリッドです。応募には技術関連の学士号または3年以上の技術経験、4年以上のプロダクトマネジメント経験が必要で、ビジネスレベルの英語力も求められます。,シニアプロダクトマネージャー,,技術関連分野の学士号または少なくとも3年の技術経験。プロダクトマネジメントまたは同等の役割での4年以上の経験。ビジネスレベルの英語力（読み書き、会話）。,
https://job-boards.greenhouse.io/paypay/jobs/5818516004,データガバナンス推進,Hybrid,,,,データガバナンス推進の職種で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、データ管理やガバナンスに関する経験が求められる可能性があります。勤務条件についての詳細は不明です。,データガバナンス推進,,,
https://job-boards.greenhouse.io/paypay/jobs/5818643004,セキュリティマネジメント（セキュリティ推進）,Hybrid,,,,セキュリティマネジメント（セキュリティ推進）のポジションで、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、セキュリティ分野での経験が求められる可能性があります。勤務条件についての詳細は不明です。,セキュリティマネジメント,セキュリティ推進に関する業務を担当します。,関連する資格や経験が求められます。,勤務条件については別途ご案内します。
